Nome Fantasia,Razão Social,CNPJ,Código CNES,Município,UF,CEP,Telefone,Email,Leitos,Atende SUS?,Atende Convênio?
HOSPITAL REGIONAL DE PIRACICABA,SECRETARIA DE ESTADO DA SAUDE,46374500000194,9425802,PIRACICABA,SP,13423227,19 3052-4659,vmarim@hrp.unicamp.br,129,1,0
HOSPITAL SAO FRANCISCO TUPA,SOCIEDADE BENEFICIENTE SAO FRANCISCO DE ASSIS DE TUPA,,2080672,TUPA,SP,17600010,(14) 3404-3636,admhsfatupa@gmail.com,105,0,0
HOSPITAL SAO BERNARDO DO CAMPO,NOTRE DAME INTERMEDICA SAUDE S A,,5135117,SAO BERNARDO DO CAMPO,SP,09750660,11 4122-6500,fernando.agostini@intermedica.com.br,92,0,0
HOSPITAL DE PIRAJU,SOCIEDADE DE BENEFICENCIA DE PIRAJU,,2081350,PIRAJU,SP,18800037,1433059444,faturamentosus@hospitaldepiraju.com.br,68,1,1
IRMANDADE DA SANTA CASA DE MISERICORDIA DE ITAI,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ITAI,,2093227,ITAI,SP,18734032,(14)37611565,scitai@hotmail.com,35,1,0
SANTA CASA SANTA RITA DO PASSA QUATRO,IRMANDADE DA SANTA CASA DE MISER DE STA RITA DO PASSA QUATRO,,2091267,SANTA RITA DO PASSA QUATRO,SP,13670000,(19)35829555,secreadm@santacasasrpq.com.br,33,1,1
SANTA CASA SALTO DE PIRAPORA,ASSOCIACAO DA SANTA CASA DE MISERICORDIA DE SALTO DE PIRAPOR,,2079429,SALTO DE PIRAPORA,SP,18160000,,,47,1,0
HC DA FMUSP HOSPITAL AUXILIAR DE SUZANO,HC DA FMUSP FUNDACAO FACULDADE DE MEDICINA,56577059000100,2078058,SUZANO,SP,08610005,(11)47481122,hasuzano@hanet.usp.br,120,1,0
SANTA CASA DE SANTA FE DO SUL,IRMANDADE SANTA CASA MISERICORDIA DE SANTA FE DO SUL,,2093332,SANTA FE DO SUL,SP,15775000,(17)36419100,scsf_fat@yahoo.com.br,91,1,1
HOSPITAL NETTO CAMPELLO DE SERTAOZINHO,HAPVIDA ASSISTENCIA MEDICA S A,,2078961,SERTAOZINHO,SP,14160620,85 40023633,fiscal@hapvida.com.br,26,0,0
HOSPITAL MUNICIPAL ANTONIO GIGLIO,PREFEITURA DO MUNICIPIO DE OSASCO,46523171000104,0008028,OSASCO,SP,06013070,(11)2183-9333,,225,1,0
INSTITUTO VALE PARAIBANO DE CIRURGIAS,HOSPITAL VALE PARAIBANO LTDA ME,,6783449,TAUBATE,SP,12030070,12 3634-4458,financhospitalvaleparaibano@gmail.com,19,0,0
HOSPITAL DE CLINICAS ANTONIO AFONSO,HOSPITAL DE CLINICAS ANTONIO AFONSO,,2026112,JACAREI,SP,12327270,12-3955-9900,medico24h@uol.com.br,50,0,0
HOSPITAL MADRE THEODORA CAMPINAS,ESHO EMPRESA DE SERVICOS HOSPITALARES S A,,2078678,CAMPINAS,SP,13087567,(19) 3756-3025,legalizacao@amil.com.br,74,0,0
HOSPITAL FREI GALVAO,NOTRE DAME INTERMEDICA SAUDE S A,,2081636,SANTOS,SP,11045570,(13)32291500,,38,0,0
HOSPITAL SENHOR BOM JESUS,ASSOCIACAO DE BENEMERENCIA SENHOR BOM JESUS,,2053500,MONTE AZUL PAULISTA,SP,14730000,(17)3361-9210,adm@hsbj.com.br,40,1,0
MATERNIDADE FERNANDO MAGALHAES,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA,,2053519,MONTE AZUL PAULISTA,SP,14730000,(17)33619820,maternidadefernandomagalhaes@gmail.com,30,1,0
SANTA CASA DE MISERICORDIA DE PALMITAL,SANTA CASA DE MISERICORDIA DE PALMITAL,,2080958,PALMITAL,SP,19973144,(18)33519100,stacasapalmital@hotmail.com,43,1,0
CLINICA SAO LUCAS,CENTRO DE FRATURAS E ORTOPEDIA SAO LUCAS S C LTDA,,3019594,PRESIDENTE PRUDENTE,SP,19015150,(18) 3334-8484,saolucas@stetnet.com.br,11,0,0
HOSPITAL MORIAH,REDE MORIAH SAUDE LTDA,,7644167,SAO PAULO,SP,04083002,,juridico@grupolifesaude.com.br,43,0,0
HOSPITAL E MATERNIDADE SAO LUIZ DE PRESIDENTE PRUDENTE,HMSL SERVICOS HOSPITALARES SA,,2053470,PRESIDENTE PRUDENTE,SP,19010031,(18)2213344,hmsl@ig.com.br,54,0,0
HOSPITAL ARGIA PROVISAO,CENTRO DE PREVENCAO E REABILITACAO DA DEFICIENCIA DA VISAO,51619906000120,2085577,SAO JOSE DOS CAMPOS,SP,12233000,12 39193239,meire@hospitalprovisao.org.br,30,1,0
HOSPITAL DE CAMPANHA COVID 19,MUNICIPIO DE IBIUNA,46634531000137,0179418,IBIUNA,SP,18150000,15- 3248-9520,fatura040@gmail.com,12,1,0
HOSPITAL E MATERNIDADE DE ASSIS,HOSPITAL E MATERNIDADE DE ASSIS SC LTDA,,2024624,ASSIS,SP,19814970,(18)33021700,autorizador@hmassis.com.br,65,0,0
HOSPITAL ESTADUAL COVID 19 BARRADAS,SECRETARIA DE ESTADO DA SAUDE,46374500000194,0127876,SAO PAULO,SP,04230000,(11) 2065-1550,ameb@amebarradas.org.br,68,1,0
HOSPITAL ESTADUAL BAURU,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,46374500000194,2790602,BAURU,SP,17033360,(14) 3103 7777,hestadual.heb@famesp.org.br,334,1,0
HOSPITAL ESTADUAL SUMARE,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,46374500000194,2083981,SUMARE,SP,13175490,(19)38838900,faturamento@hes.unicamp.br,211,1,0
HOSPITALIS,HOSPITALIS NUCLEO HOSPITALAR DE BARUERI LTDA,,3272591,BARUERI,SP,06411150,(11)3883-3322,hospitalis@hospitalis.com.br,94,0,0
HOSPITAL DE CAMPANHA COVID 19 PEDRO DELL ANTONIA,PREFEITURA DE SANTO ANDRE,46522942000130,0109746,SANTO ANDRE,SP,09121390,1149722821,,190,1,0
BLA SERVICOS HOSPITALARES,BLA SERVICOS HOSPITALARES LTDA,,9287671,SAO PAULO,SP,01401001,11 31244570,contabil@globalcare.com.br,25,0,0
HOSP MUN J IVA BENEDITO MONTENEGRO,SECRETARIA MUNICIPAL DA SAUDE,46392130000380,2084139,SAO PAULO,SP,03921080,11 11111111,dtrfornaciari@prefeitura.sp.gov.br,54,1,0
HOSPITAL E MATERNIDADE SAO LUCAS,PREFEITURA MUNICIPAL DA ESTANCIA TURISTICA RIBEIRAO PIRES,46522967000134,2081202,RIBEIRAO PIRES,SP,09402500,(11)48283000,hmsladm@hotmail.com,43,1,0
HOSPITAL DO CORACAO,ASSOCIACAO BENEFICENTE SIRIA,,2081288,SAO PAULO,SP,04004030,(11)30536611,fiscal@hcor.com.br,292,1,1
SAHA SERVICOS MEDICOS E HOSPITALARES,SAHA SERVICOS MEDICOS E HOSPITALARES LTDA,,3483096,SAO PAULO,SP,01323000,(11) 2162-7100,,10,0,0
PREMIER RESIDENCE HOSPITAL,PREMIER RESIDENCE HOSPITAL LTDA ME,,3477355,SAO PAULO,SP,04583100,5090 5000,hassan@premierhospital.com.br,74,0,0
IRMANDADE DA STA CASA DE MISERICORD DE MOGI MIRIM MOGI MIRIM,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MOGI MIRIM,,2088193,MOJI MIRIM,SP,13800200,,,81,1,0
HOSPITAL UNIMED DE PENAPOLIS,UNIMED DE PENAPOLIS COOPERATIVA DE TRABALHO MEDICO,,6370888,PENAPOLIS,SP,16300000,18-3654-2155,secretaria@unimedpenapolis.com.br,55,0,0
HOSPITAL DE CAMPANHA COVID 19,PREFEITURA MUNICIPAL DE UBATUBA,46482857000196,0215368,UBATUBA,SP,11680000,,contato@iapp.org.br,38,1,0
HOSPITAL DE CAMPANHA COVID 19 SUZANO,MUNICIPIO DE SUZANO,46523056000121,0106232,SUZANO,SP,08673270,,,80,1,0
HOSPITAL STA MONICA,HOSPITAL SANTA MONICA LTDA,,2089432,ITAPECERICA DA SERRA,SP,06863210,11 46687455,financeiro@hospitalsantamonica.com.br,250,0,0
ICC HOSPITAL E PRONTO SOCORRO DO CORACAO,ICC HOSPITAL E PRONTO SOCORRO DO CORACAO LTDA,,2082136,CAMPINAS,SP,13013161,(19)37312000,cleider.duarte@icchospital.com.br,37,0,0
HOSPITAL MUNICIPAL PIMENTAS BONSUCESSO MANUEL DE PAIVA,PREFEITURA MUNICIPAL DE GUARULHOS,46319000000150,5200105,GUARULHOS,SP,07243550,11 24896610,diretor.tecnico@hmpbsbc.com.br,151,1,0
COMANDO DA AERONAUTICA HOSPITAL GERAL PIRASSUNUNGA,AFA ACADEMIA DA FORCA AEREA SUBDIVISAO DE SAUDE PIRASS,00394429000291,5182026,PIRASSUNUNGA,SP,13643000,(19) 3565.7361,afasds@ig.com.br,18,0,0
HOSPITAL DE CAMPANHA COVID 19 GUARUJA,MUNICIPIO DE GUARUJA,44959021000104,0134716,GUARUJA,SP,11450010,,,70,1,0
HOSPITAL BP,REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA,,2080575,SAO PAULO,SP,01323900,,,887,1,0
HOSPITAL SOROCABANA,ASSOCIACAO BENEFICENTE DOS HOSPITAIS SOROCABANA,,2076934,SAO PAULO,SP,05041001,,,1,0,0
HOSPITAL MUNICIPAL SANTO ANTONIO,PREFEITURA MUNICIPAL DA ESTANCIA CLIMATICA DE MORUNGABA,45755238000165,6680968,MORUNGABA,SP,13260000,(11) 4014-4624,hospitalsantoantoniomorungaba@gmail.com,12,1,0
HC DA FMUSP HOSPITAL DAS CLINICAS SAO PAULO,FUNDACAO FACULDADE DE MEDICINA MEC MPAS,,2078015,SAO PAULO,SP,05403010,(11)3087-5456,valdices@ffm.br,1543,1,0
HOSPITAL DE CONCHAS,FUNDACAO UNI,,6921795,CONCHAS,SP,18570000,(14)38451916,cis@lonline.com.br,42,1,0
HOSPITAL INTERMEDICA ABC,NOTRE DAME INTERMEDICA SAUDE S A,,6938876,SAO BERNARDO DO CAMPO,SP,09613100,43661823,maikon.tome@intermedica.com.br,83,0,0
HOSPITAL ESPLANADA TERREO,HOSPITAL ESPLANADA LTDA,,7347529,SAO JOSE DOS CAMPOS,SP,12242000,,hospitalesplanada@bol.com.br,7,0,0
HOSPITAL UNIMED DE CACAPAVA,UNIMED DE CACAPAVA COOPERATIVA DE TRABALHO MEDICO,,6426247,CACAPAVA,SP,12285810,12-32218800,secretariahospital@unimedcpv.com.br,20,0,0
HOSPITAL E MATERNIDADE SAINT VIVANT LTDA,ESHO EMPRESA DE SERVICOS HOSPITALARES S A,,7349823,SUMARE,SP,13175540,(19) 31145000,credenciamento@saintvivant.com.br,5,0,0
CLINICA MEDICA NOSSA SENHORA LURDES,CLINICA MEDICA NOSSA SENHORA LURDES LTDA,,3537331,SAO PAULO,SP,02238000,(11)69830556,ers00@uol.com.br,5,0,0
SANTA CASA DE MISERICORDIA DE TATUI,SANTA CASA DE MISERICORDIA DE TATUI,,2079135,TATUI,SP,18270400,(15)32593114,administracao@santacasatatui.com.br,105,1,0
HOSPITAL NIPO BRASILEIRO,BENEFICENCIA NIPO BRASILEIRA DE SAO PAULO,,2089777,SAO PAULO,SP,02189000,(11)26332200,ed.carlos@hospitalnipo.org.br,245,0,0
HOSPITAL SAO JOAO PRESIDENTE PRUDENTE,SANATORIO SAO JOAO LTDA,,2096625,PRESIDENTE PRUDENTE,SP,19020360,(18)3222-2155,sanatoriosaojoao@hotmail.com,236,1,0
HOSPITAL ALVORADA CHACARA FLORA,HOSPITAL ALVORADA TAQUATINGA LTDA,08100676000169,6032745,SAO PAULO,SP,04646001,21850300,adriana_fagundes@medialsaude,36,0,0
HOSPITAL DO CANCER DR FLAVIO ISAIAS RODRIGUES MOGI DAS CRUZE,CENTRO ONCOLOGICO MOGI DAS CRUZES LTDA,,2773171,MOGI DAS CRUZES,SP,08730500,(11)47954795,alvaro@centrooncologico.com.br,17,0,0
HOSPITAL SANTA CASA DE JARDINOPOLIS,HOSPITAL DE JARDINOPOLIS,,2080648,JARDINOPOLIS,SP,14680000,(16)36633212,hospital@fortuna.jard.com.br,56,1,0
UNIMED,UNIMED DE BRAGANCA PAULISTA COOP DE TRABALHO MEDICO,,6634540,BRAGANCA PAULISTA,SP,12914500,,,71,0,0
COMPLEXO HOSPITALAR UNIMED GUARULHOS,UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MEDICO,,6625649,GUARULHOS,SP,07111120,11 24638000,,126,0,0
SANTA CASA DE MISERICORDIA TABATINGA SP,SANTA CASA DE MISERICORDIA SAO MIGUEL,,2079399,TABATINGA,SP,14910614,(16)33851911,scasatabatinga@uol.com.br,35,1,0
HOSPITAL MUNICIPAL DE SANTO ANTONIO DA ALEGRIA,MUNICIPIO DE SANTO ANTONIO DA ALEGRIA,45302130000117,9208887,SANTO ANTONIO DA ALEGRIA,SP,14390000,,saude@santoantoniodaalegria.sp.gov.br,7,1,0
HOSPITAL SANTA SOFIA,HOSPITAL SANTA SOFIA LTDA,,2023512,CAMPINAS,SP,13013161,19 3737-8000,hss@hospitalsantasofia.com.br,37,0,0
HOSPITAL SANTA BARBARA,SANTA CASA DE MISERICORDIA DE SANTA BARBARA DOESTE,,2079232,SANTA BARBARA D'OESTE,SP,13450033,(19)34991855,hosbadm@dglnet.com.br,138,1,0
SEMEAR,SEMEAR GESTAO DE SERVICOS HOSPITALARES S S LTDA,,5545161,TABOAO DA SERRA,SP,06754090,47887001,,55,0,0
HOSPITAL CARLOS FERNANDO MALZONI MATAO,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MATAO,,2090961,MATAO,SP,15990060,(16)3383-2500,hcfm@hospital.process.com.br,194,1,0
SANTA CASA DE MARILIA,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MARILIA,,2083116,MARILIA,SP,17515900,014-34025555,secretaria@santacasamarilia.com.br,195,1,1
SANTA CASA DE MISERICORDIA DE SAO JOSE DO RIO PRETO,IRMANDADE DA SANTA CASA DE MISERICORDIA DE S J RIO PRETO,,2798298,SAO JOSE DO RIO PRETO,SP,15025500,(17)32149200,stacasa@terra.com.br,335,1,1
SANTA CASA DE AVARE,SANTA CASA DE MISERICORDIA DE AVARE,,2083604,AVARE,SP,18700110,(14)37119100,,199,1,0
SANTA CASA DE SALESOPOLIS,SANTA CASA DE MISERICORDIA FREDERICO OZANAN,,2079380,SALESOPOLIS,SP,08970000,(11)46961411,,11,1,0
SANTA CASA DE SAO CARLOS,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO CARLOS,,2080931,SAO CARLOS,SP,13561060,16-35091100,santacasa@santacasasaocarlos.com.br,278,1,0
HOSPITAL MUNICIPAL DR TABAJARA RAMOS,HOSPITAL MUNICIPAL DR TABAJARA RAMOS,45301264000113,2096498,MOGI GUACU,SP,13844070,38919444,hmtr@dglnet.com.br,63,1,0
HOSPITAL E MATERNIDADE MUNICIPAL DE SAO VICENTE,MUNICIPIO DE SAO VICENTE,46177523000109,6966594,SAO VICENTE,SP,11310420,34692166,maternidadesv@saudesaovicente.sp.gov.br,52,1,0
SANTA CASA DE ASSIS,SANTA CASA DE MISERICORDIA DE ASSIS,,2081083,ASSIS,SP,19814015,(18)3302-3311,stacasa@stacasassis.org.br,114,1,0
HOSPITAL SAO FRANCISCO,HOSPITAL SAO FRANCISCO SC LTDA,,2081016,MOGI GUACU,SP,13840420,38518000,hsfranc@dglnet.com.br,138,0,0
HOSPITAL MUNICIPAL DE CONCHAS,CONSORCIO INTERMUNICIPAL DE SAUDE,,2700204,CONCHAS,SP,18570000,(14)38451916,cis@lonline.com.br,45,1,0
HOSPITAL HELIOPOLIS UNIDADE DE GESTAO ASSISTENCIAL I,SECRETARIA DE ESTADO DA SAUDE,46374500000194,2066572,SAO PAULO,SP,04231030,,ddmedica.hh@gmail.com,290,1,0
HOSPITAL OFTALMOLOGICO RIBEIRAO PRETO S S,HOSPITAL OFTALMOLOGICO RIBEIRAO PRETO S S,,3775887,RIBEIRAO PRETO,SP,14024210,16 36235811,,2,0,0
HOSPITAL MUNICIPAL DE NAZARE PAULISTA,PREFEITURA MUNICIPAL DE NAZARE PAULISTA,45279643000154,2084023,NAZARE PAULISTA,SP,12960000,(11)45971123,saudenazarepta@gmail.com,20,1,0
CENTRO MEDICO DE CAMPINAS,FUNDACAO CENTRO MEDICO DE CAMPINAS,,2079666,CAMPINAS,SP,13083190,19 - 3789-5400,centro.medico@fcmc.com.br,225,0,0
HOSP GLORIA,SOCIEDADE ASSISTENCIAL BANDEIRANTES,46543781000161,5659280,SAO PAULO,SP,01510000,11 332700,,1,0,0
HOSPITAL GACC VALE DO PARAIBA,GACC GRUPO DE ASSISTENCIA A CRIANCA COM CANCER,,5869412,SAO JOSE DOS CAMPOS,SP,12244010,39493167,diretoria@gacc.com.br,30,1,0
ASSOCIACAO NOSSA SENHORA DO PARI,ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL N SRA DO PARI,,2091399,SAO PAULO,SP,03031040,33226500 / 33226501,diretoria@hpari.com.br,58,1,0
HOSPITAL DE OLHOS BRAGANCA,C M A CENTRO MEDICO AVANCADO S S,,7101090,BRAGANCA PAULISTA,SP,12916330,2277-4111,,4,0,0
HOSPITAL MUNICIPAL GUARAPIRANGA,PREFEITURA DO MUNICIPIO DE SAO PAULO,46392130000380,0161438,SAO PAULO,SP,04916000,(11) 3113-9592,,216,1,0
HOSPITAL PREVINA,PLENA SAUDE S A,,2032236,SAO PAULO,SP,02989095,11 39445400,licencas.unidades@plenasaude.com.br,8,0,0
HOSPITAL DE CAMPANHA COVID 19 FERRAZ DE VASCONCELOS,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,46523197000144,0117749,FERRAZ DE VASCONCELOS,SP,08529150,,,30,1,0
HOSPITAL E MATERNIDADE SAO RAFAEL SP,CENTRO MEDICO ESPECIALIZADO S C LTDA,,2089483,SAO PAULO,SP,04011032,11 59085400,s.financeiro@hsaorafael.com.br,59,0,0
HOSPITAL SAINT NICHOLAS MEDICAL,MEDCARE SUZANO SERVICOS MEDICOS LTDA,,0473561,SUZANO,SP,08676000,1147448750,,111,0,0
HOSPITAL ESTADUAL DE CAMPANHA COVID 19 ITAPEVA,SECRETARIA DE ESTADO DA SAUDE,46374500000194,0650587,ITAPEVA,SP,18400020,(15) 35249030,gerencia.adm@ameitapeva.org.br,16,1,0
HOSPITAL ESTADUAL COVID 19 AME ANDRADINA,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,46374500000194,0648582,ANDRADINA,SP,16900109,18 37023160,faturamento@ameandradina.com.br,20,1,0
HABITARE IMPERIAL CENTRO DE HUMANIZACAO HOSPITALAR,HABITARE IMPERIAL CENTRO DE HUMANIZACAO HOSPITALAR LTDA,,9502254,SAO JOSE DO RIO PRETO,SP,15015610,17 3222-3008,flacassessoria1@terra.com.br,11,0,0
UNIDADE DE SUPORTE VENTILATORIO DE VOTUPORANGA,PREFEITURA MUNICIPAL DE VOTUPORANGA,46599809000182,0625396,VOTUPORANGA,SP,15502328,(17)34051446,secretariasaude@votuporanga.sp.gov.br,23,1,0
HOSPITAL MUNICIPAL DE CONCHAS,PREFEITURA MUNICIPAL DE CONCHAS,46634119000117,7210094,CONCHAS,SP,18570000,(14)38458400,hospitalmconchas@hotmail.com.br,15,1,0
CASA TRANSITORIA ANDRE LUIZ,CASA TRANSITORIA ANDRE LUIZ,,5033543,BARRETOS,SP,14780755,17-3322-8330,casaandreluiz@hotmail.com,40,1,0
HOSPITAL UNIMED,UNIMED DE SAO JOSE DO RIO PARDO COOP TRABALHO MEDICO,,0911437,SAO JOSE DO RIO PARDO,SP,13720000,19 36828888,,12,0,0
PRO SAUDE HOSPITAL GERAL ARARAS,ASSOCIACAO PRO SAUDE,,2084120,ARARAS,SP,13606020,(19)33211260,prosaude@araras.com.br,15,0,0
SANTA CASA DE SUZANO UNIDADE II,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SUZANO,,6719287,SUZANO,SP,08673000,11 47453950,cpd2@santacasadesuzano.com.br,95,0,0
HOSPITAL DE CAMPANHA COVID 19 CAMPINAS,REDE MUNICIPAL DR MARIO GATTI DE URGENCIA EMERGENCIA E HOS,47018676000176,0145963,CAMPINAS,SP,13036225,1937725700,,54,1,0
HOSPITAL E MATERNIDADE NOSSA SENHORA DA AJUDA,FUSAM FUNDACAO DE SAUDE E ASSIST DO MUNIC DE CACAPAVA,,2024756,CACAPAVA,SP,12281450,12 36548800,contabilidade@fusam.com.br,74,1,0
HOSPITAL BENEDITA FERNANDES ARACATUBA,ASSOCIACAO DAS SENHORAS CRISTAS,,2082683,ARACATUBA,SP,16050535,(18) 3636-7825,hbfernandes@uol.com.br,160,1,0
HOSPITAL SEPACO,SERV SOCIAL DA IND DO PAPEL PAPELAO E CORT DO ESTADO DE SP,,2089602,SAO PAULO,SP,04102900,,,259,1,0
HOSPITAL MUNICIPAL DE IBIUNA IBIUNA SP,PREFEITURA MUNICIPAL DE IBIUNA,46634531000137,2079615,IBIUNA,SP,18150000,015 3248-9520,faturahm@gmail.com,70,1,0
SANTA CASA DE MISERICORDIA SAO FRANCISCO BURITAMA,SANTA CASA DE MISERICORDIA SAO FRANCISCO BURITAMA,,2079461,BURITAMA,SP,15290000,(18)3691-9535,santacasa@santacasaburitama.com.br,36,1,1
HOSPITAL MUNICIPAL DE DIADEMA HMD,PREFEITURA DO MUNICIPIO DE DIADEMA,46523247000193,2080028,DIADEMA,SP,09950000,(11)40617000,hospital.municipal@diadema.sp.gov.br,183,1,0
HOSPITAL UNIMED BOTUCATU II,UNIMED BOTUCATU COOPERATIVA DE TRABALHO MEDICO,,0081825,BOTUCATU,SP,18602295,,diretoriatecnica@h.unimedbotucatu.coop.br,80,0,0
HOSPITAL DE CAMPANHA COVID 19 FERNAO DIAS,PREFEITURA MUNICIPAL DE SANTANA DE PARNAIBA,46522983000127,0104892,SANTANA DE PARNAIBA,SP,06530040,11 2424 1161,,22,1,0
CLINICA MAIA,CLINICA BRASILEIRA DE PSIQUIATRIA EIRELI,,7869088,TABOAO DA SERRA,SP,06793000,(011) 4788-1900,felipe@clinicamaia.com.br,108,0,0
INST SUEL ABUJAMRA,INSTITUTO SUEL ABUJAMRA,,2688638,SAO PAULO,SP,01525001,11 37773026,institutosuel@institutosuel.org.br,16,1,0
HOSPITAL DO BAIRRO,PREFEITURA MUNICIPAL DE BOTUCATU,46634101000115,7864124,BOTUCATU,SP,18609092,014 38146465,,45,1,0
HC DA FMUSP INSTITUTO DO CORACAO INCOR SAO PAULO,FUNDACAO ZERBINI,,2071568,SAO PAULO,SP,05403000,(11) 2661-5000,,461,1,0
NOVA VIDA,NOTRE DAME INTERMEDICA SAUDE S A,,9769641,ITAPEVI,SP,06654140,11 31552000,,68,0,0
UPH ZONA LESTE UNIDADE DE ATENDIMENTO DE SINDROME GRIPAL,MUNICIPIO DE SOROCABA,46634044000174,0792063,SOROCABA,SP,18020003,15 3333-0100,gerencia@uphleste.org.br,30,1,0
HOSPITAL MUNICIPAL WALTER FERRARI,PREFEITURA MUNICIPAL DE JAGUARIUNA,46410866000171,2023474,JAGUARIUNA,SP,13911112,(19) 38671122,uac.saude@jaguariuna.sp.gov.br,102,1,0
INNOVA HOSPITAIS ASSOCIADOS LTDA,INNOVA HOSPITAIS ASSOCIADOS LTDA,,7261012,DIADEMA,SP,09911070,11-2178-2266,comercial@innovahospitais.com.br / administracao@hcgd.com.br,60,0,0
HOSPITAL FRANCA,HAPVIDA ASSISTENCIA MEDICA S A,,2081601,FRANCA,SP,14400820,85 40023633,fiscal@hapvida.com.br,78,0,0
HOSPITAL DE CAMPANHA COVID 19,MUNICIPIO DE NOVA ODESSA,45781184000102,0103462,NOVA ODESSA,SP,13382410,,rosemarco@novaodessa.sp.gov.br,18,1,0
GRUPO DE SAUDE DE GUARATINGUETA,HOSPITAL ESCOLA DE ESPECIALIDADES DE AERONAUTICA,00394429005331,7899599,GUARATINGUETA,SP,12510020,,,13,0,0
HOSPITAL DE CAMPANHA COVID 19 ARARAQUARA,MUNICIPIO DE ARARAQUARA,45276128000110,0102741,ARARAQUARA,SP,14800250,,,54,1,0
HOSPITAL SANTA IGNES,HOSPITAL SANTA IGNES SC LTDA,,2078872,INDAIATUBA,SP,13334085,(19)3885 8400,adm@hospitalsantaignes.com.br,83,0,0
SANTA CASA DE RIO CLARO,IRMANDADE DA SANTA CASA DE MISERICORDIA DE RIO CLARO,,2082888,RIO CLARO,SP,13500330,(19) 3535-7000,secretaria@santacasaderioclaro.com.br,200,1,0
HOSPITAL EVANGELICO DE SOROCABA,HOSPITAL CRISTAO DE SOROCABA,,2708558,SOROCABA,SP,18043001,(15)2101-6600,jessica.jesus@evangelicohospital.com.br,135,0,0
CEIVA,CENTRO DE DIAGNOSTICO E INTERVENCAO VASCULAR LTDA,,5006481,CAMPINAS,SP,13023002,(19)32347143,invascular@maternidadedecampinas.com.br,1,0,0
HOSPITAL UNIMED PIRACICABA,UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVICOS MEDIC,,2080699,PIRACICABA,SP,13420640,(19) 3436-8374,www.unimedpiracicaba.com.br,220,1,0
SANTA CASA DE SANTO ANASTACIO,IRMANDADE DO HOSPITAL DE CARIDADE ANITA COSTA,,2751046,SANTO ANASTACIO,SP,19360000,(18)3263-1155,hospanitacosta@hotmail.com,56,1,1
HOSPITAL RIBEIRAO PIRES,REDE DOR SAO LUIZ S A,,3580822,RIBEIRAO PIRES,SP,09424070,11 48271000,licenciamentosp@rededor.com.br,125,0,0
HOSPITAL RUMO CERTO,MSPM HOSPITAL ESPECIALIZADO EIRELI,,7940939,CABREUVA,SP,13317252,11-4529-5384,tratamentorumocerto@gmail.com,49,0,0
HOSPITAL GREEN HILL,GREEN HILL SERVICOS MEDICOS SC LTDA,,7159102,SAO PAULO,SP,04203050,11 45069888,andredewlee@gmail.com,12,0,0
HOSPITAL SAO BERNARDO S A UNIDADE BAETA NEVES,HOSPITAL SAO BERNARDO S A,,7150938,SAO BERNARDO DO CAMPO,SP,09751000,(11) 4122-6544,diretoria@hsb.com.br,49,0,0
HOSPITAL GERAL DE PEDREIRA,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,46374500000194,2066092,SAO PAULO,SP,04455170,(11) 5613-5900,diretoria@hpedreira.spdm.org.br,295,1,0
COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,46374500000194,2079410,GUARULHOS,SP,07051000,(11) 2463-5690,chpbg-diretoria@saude.sp.gov.br,162,1,0
HOSPITAL SANTA CATARINA VOTUPORANGA,HOSPITAL SANTA CATARINA LTDA,,2080036,VOTUPORANGA,SP,15505171,(17)04213055,,32,0,0
HOSPITAL MATERNIDADE INTERLAGOS,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,46374500000194,2065665,SAO PAULO,SP,04802190,(11)56681232,hminterlagos.dts@gmail.com,89,1,0
HOSPITAL ESTADUAL PROF CARLOS DA SILVA LACAZ FCO MORATO,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,46374500000194,3028399,FRANCISCO MORATO,SP,07901155,(11) 4489-9444,alexandre@hefm.org.br,130,1,0
CAISM PHILIPPE PINEL SAO PAULO,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,46374500000194,2077418,SAO PAULO,SP,02938000,(11) 3993-8227,hppinel@uol.com.br,136,1,0
